outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
PA005,Inti Media,Pennsylvania,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | independent nonprofit Latine-led newsroom and production hub | founded 2024; multilingual newsroom; staff; community-centered reporting; immigration/social-issues coverage,independent nonprofit Latine-led newsroom and production hub,verified_include,Excellent core case; strong nonprofit/community-centered institutional model.
PA013,Korean Phila Times,Pennsylvania,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean community news organization | named newsroom leaders in 2024 Philadelphia Asian-media coalition,Korean community news organization,verified_include_with_secondary_evidence,Likely distinct outlet; confirm direct site and relationship to Korea Times Philadelphia in next pass.
PA029,La Mega Nota - Pittsburgh distribution,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language print product within Ohio-based La Mega network | distributed in Pittsburgh market; parent organization based outside Pennsylvania,Spanish-language print product within Ohio-based La Mega network,multistate_market_case,Retain as market-serving product; avoid double counting with parent/network.
PA021,La Mega Pittsburgh,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language radio service; Ohio-based parent network | Pittsburgh service identity; community/news role mixed with entertainment; parent outside Pennsylvania,Spanish-language radio service; Ohio-based parent network,multistate_market_case,Retain as Pittsburgh-market outlet but code host/state separately.
PA021,La Mega Pittsburgh,Pennsylvania,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,mixed_news_entertainment | Spanish-language radio service; Ohio-based parent network | Pittsburgh service identity; community/news role mixed with entertainment; parent outside Pennsylvania,Spanish-language radio service; Ohio-based parent network,multistate_market_case,Retain as Pittsburgh-market outlet but code host/state separately.
PA008,Metro Chinese Weekly,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language weekly within New Mainstream Media | 64-page weekly; publisher identified; Asian media coalition; parent-company structure,Chinese-language weekly within New Mainstream Media,verified_include,Strong language-community outlet; parent/host should be linked separately.
PA010,Metro Korean News,Pennsylvania,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language publication within New Mainstream Media | parent company publishes multilingual Asian community media; direct current publication evidence weaker than Chinese/Vietnamese titles,Korean-language publication within New Mainstream Media,pending_deeper_verification,Retain pending direct publication verification.
PA009,Metro Viet News,Pennsylvania,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese-language weekly within New Mainstream Media | 32-page weekly; publisher identified; Asian media coalition; parent-company structure,Vietnamese-language weekly within New Mainstream Media,verified_include,Strong language-community outlet; parent/host should be linked separately.
PA007,Motivos Magazine,Pennsylvania,community_orientation,unclear,community orientation not explicit enough for deterministic coding,"yes | bilingual Latino youth/community magazine | English/Spanish print magazine; youth, college, career and culture orientation",bilingual Latino youth/community magazine,comparison_or_exclude_core,"Community-serving media, but not clearly sustained journalism/public-affairs enough for core frame."
PA011,New Mainstream Media / New Mainstream Press,Pennsylvania,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | multilingual Asian media parent/host organization | publishes Metro Chinese Weekly and Metro Viet News; operates WeChat channel and advertising network,multilingual Asian media parent/host organization,classify_intermediary_host,Do not count as one outlet; add to host/network table.
