outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
PA006,2Puntos Platform,Pennsylvania,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,community-led Latine media platform,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,media_format,unclear,no clear primary format found,community-led Latine media platform,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,language_model,unclear,language output structure not explicit enough for deterministic coding,community-led Latine media platform | identified through community-media funding ecosystem; direct current institutional page not verified,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Philadelphia | Pennsylvania,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,community-led Latine media platform | pending_verification | Retain candidate pending current direct evidence and clarification of newsroom function.,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,community-led Latine media platform | Retain candidate pending current direct evidence and clarification of newsroom function.,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA006,2Puntos Platform,Pennsylvania,activity_status,unclear,source activity value is explicitly uncertain,unclear,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA001,AL DÍA News,Pennsylvania,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,multiplatform bilingual/multicultural news organization,multiplatform bilingual/multicultural news organization,verified_include,Strong active fit; useful commercial/multiplatform Latino case.
PA001,AL DÍA News,Pennsylvania,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Philadelphia | Pennsylvania,multiplatform bilingual/multicultural news organization,verified_include,Strong active fit; useful commercial/multiplatform Latino case.
PA028,Barrio Latino WRCT,Pennsylvania,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language community radio program hosted by WRCT,Spanish-language community radio program hosted by WRCT,verified_include_hosted_program,Strong hosted-program case; code host station separately and assess journalism/public-affairs share in deeper pass.
PA028,Barrio Latino WRCT,Pennsylvania,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Pittsburgh | Pennsylvania,Spanish-language community radio program hosted by WRCT,verified_include_hosted_program,Strong hosted-program case; code host station separately and assess journalism/public-affairs share in deeper pass.
PA017,ChineseInUS.org,Pennsylvania,record_type,unclear,boundary/pending record requires manual record-type decision,pending_deeper_verification,Chinese community digital media outlet,pending_deeper_verification,Retain; verify sustained Philadelphia-focused journalism.
PA017,ChineseInUS.org,Pennsylvania,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Chinese community digital media outlet,Chinese community digital media outlet,pending_deeper_verification,Retain; verify sustained Philadelphia-focused journalism.
PA017,ChineseInUS.org,Pennsylvania,media_format,unclear,no clear primary format found,Chinese community digital media outlet,Chinese community digital media outlet,pending_deeper_verification,Retain; verify sustained Philadelphia-focused journalism.
PA017,ChineseInUS.org,Pennsylvania,language_model,unclear,language output structure not explicit enough for deterministic coding,Chinese community digital media outlet | named leader in Philadelphia Asian-media coalition; Chinese-community orientation,Chinese community digital media outlet,pending_deeper_verification,Retain; verify sustained Philadelphia-focused journalism.
PA017,ChineseInUS.org,Pennsylvania,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Chinese community digital media outlet | pending_deeper_verification | Retain; verify sustained Philadelphia-focused journalism.,Chinese community digital media outlet,pending_deeper_verification,Retain; verify sustained Philadelphia-focused journalism.
